date,credit_rating_ni,gdp_ni,house_mkt_ni,inflation_ni,monetary_ni,oil_ni,unemp_ni,usd_ni,credit_rating_wi,gdp_wi,house_mkt_wi,inflation_wi,monetary_wi,oil_wi,unemp_wi,usd_wi
1980-06-30,0.06231823847112587,0.29081844619858743,0.1869547154133777,1.91109264644786,1.017864561695056,1.5164104694640632,1.2255920232654756,0.02077274615704196,,,,,,,,
1980-07-31,0.11439029970258525,0.2287805994051704,0.25165865934568743,1.830244795241364,1.6014641958361933,1.7158544955387784,1.3955616563715396,0.0,,,,,,,,
1980-08-31,0.08517887563884156,0.19165247018739354,0.10647359454855196,1.5332197614991483,1.0008517887563884,1.3202725724020443,0.873083475298126,0.0,,,,,,,,
1980-09-30,0.07611798287345385,0.2283539486203616,0.17126546146527116,1.617507136060894,0.7992388201712655,1.5794481446241675,0.7040913415794482,0.019029495718363463,,,,,,,,
1980-10-31,0.04800768122899664,0.19203072491598652,0.25604096655464875,1.5682509201472241,1.072171547447592,1.2001920307249163,0.6561049767962875,0.04800768122899664,,,,,,,,
1980-11-30,0.0390625,0.13671875,0.09765625,1.25,0.859375,0.80078125,0.44921875,0.0,,,,,,,,
1980-12-31,0.14727540500736375,0.22091310751104565,0.09818360333824253,1.6936671575846838,1.3745704467353952,1.325478645066274,0.6136475208640156,0.0,,,,,,,,
1981-01-31,0.03843936190659236,0.2498558523928503,0.09609840476648088,1.55679415721699,1.3453776667307322,2.21026330962906,0.7687872381318471,0.0,,,,,,,,
1981-02-28,0.06432246998284734,0.1500857632933105,0.1286449399656947,1.6938250428816466,1.1149228130360207,1.8653516295025727,0.8147512864493998,0.0,,,,,,,,
1981-03-31,0.30366293414310114,0.17081040045549434,0.18978933383943816,2.1256405390017075,1.0817992028847978,2.2964509394572024,0.5883469349022584,0.037957866767887635,,,,,,,,
1981-04-30,0.07852375343541422,0.19630938358853556,0.1374165685119749,1.6882606988614055,1.060070671378092,2.1790341578327443,0.5104043973301925,0.019630938358853555,,,,,,,,
1981-05-31,0.1255380200860832,0.2690100430416069,0.07173601147776182,1.2374461979913915,1.3809182209469153,1.8113342898134857,0.3048780487804878,0.0,,,,,,,,
1981-06-30,0.052356020942408384,0.06980802792321117,0.13961605584642234,1.6055846422338569,1.1343804537521818,2.722513089005236,0.5584642233856895,0.0,,,,,,,,
1981-07-31,0.09380863039399627,0.3377110694183866,0.1876172607879925,2.1951219512195124,1.275797373358349,2.7392120075046904,1.0694183864915572,0.075046904315197,,,,,,,,
1981-08-31,0.05399568034557236,0.2879769618430525,0.14398848092152627,1.313894888408927,0.8639308855291576,2.1238300935925123,0.35997120230381563,0.017998560115190784,,,,,,,,
1981-09-30,0.16322089227421113,0.2901704751541532,0.18135654697134568,1.6322089227421115,1.3420384475879583,1.9949220166848034,0.7072905331882482,0.054406964091403706,,,,,,,,
1981-10-31,0.01626809825931349,0.2928257686676428,0.19521717911176184,1.1224987798926305,0.8622092077436148,2.179925166748007,0.7808687164470474,0.0,,,,,,,,
1981-11-30,0.13360053440213754,0.13360053440213754,0.16700066800267194,1.135604542418169,0.8016032064128257,1.6199064796259182,0.918503674014696,0.0,,,,,,,,
1981-12-31,0.07085916740478299,0.3011514614703277,0.14171833480956594,1.045172719220549,1.0451727192205489,2.232063773250664,0.8325952170062001,0.035429583702391486,,,,,,,,
1982-01-31,0.14760147601476015,0.22140221402214025,0.16605166051660514,1.1623616236162362,1.4575645756457565,1.4206642066420665,1.3099630996309966,0.01845018450184502,,,,,,,,
1982-02-28,0.0787246604999016,0.3345798071245817,0.0787246604999016,1.2399134028734502,1.6335367053729584,2.243652824247196,1.1808699074985243,0.0393623302499508,,,,,,,,
1982-03-31,0.12074864157778226,0.22137250955926746,0.3421211511370497,1.4087341517407932,1.3081102837593075,2.354598510766753,1.0263634534111488,0.02012477359629704,,,,,,,,
1982-04-30,0.15012197410395947,0.3940701820228936,0.18765246762994933,0.957027584912742,0.8256708575717769,1.6513417151435539,0.8256708575717769,0.01876524676299493,,,,,,,,
1982-05-31,0.14595876664842186,0.10946907498631636,0.14595876664842186,0.9304871373836888,0.9487319832147416,1.9704433497536944,1.0764459040321108,0.0,,,,,,,,
1982-06-30,0.15142911224682945,0.2082150293393905,0.13250047321597574,1.07893242475866,1.1546469808820747,1.8171493469619533,1.07893242475866,0.05678591709256105,,,,,,,,
1982-07-31,0.0793178663493952,0.27761253222288323,0.099147332936744,0.7931786634939519,1.0311322625421375,1.507039460638509,1.0113027959547884,0.0,,,,,,,,
1982-08-31,0.057339449541284414,0.17201834862385326,0.21024464831804285,0.8983180428134557,1.337920489296636,1.94954128440367,1.2232415902140674,0.019113149847094803,,,,,,,,
1982-09-30,0.09986019572598362,0.21969243059716395,0.0798881565807869,1.018573996405033,1.018573996405033,1.3381266227281805,1.3980427401637712,0.03994407829039345,,,,,,,,
1982-10-31,0.0864902266043937,0.2248745891714236,0.13838436256702993,1.4184397163120568,1.297353399065906,1.0897768552153604,2.3352361183186297,0.01729804532087874,,,,,,,,
1982-11-30,0.1547688140839621,0.3869220352099052,0.1934610176049526,1.2381505126716963,1.4509576320371442,1.5476881408396208,2.302186109498936,0.019346101760495255,,,,,,,,
1982-12-31,0.217649386624456,0.25722200237435705,0.2770083102493075,1.0486743173723785,1.3256826276216855,1.8796992481203003,1.5631183221210918,0.019786307874950542,,,,,,,,
1983-01-31,0.09161704076958316,0.32065964269354097,0.09161704076958316,1.4658726523133303,1.6949152542372878,1.6949152542372885,1.5803939532753095,0.02290426019239579,,,,,,,,
