date,credit_rating_wi,credit_rating_ni,credit_rating,gdp_wi,gdp_ni,gdp,house_mkt_wi,house_mkt_ni,house_mkt,inflation_wi,inflation_ni,inflation,monetary_wi,monetary_ni,monetary,oil_wi,oil_ni,oil,unemp_wi,unemp_ni,unemp,usd_wi,usd_ni,usd
1980-06-30,,-0.34787263915009026,-0.34787263915009026,,0.03005326750300412,0.03005326750300412,,-0.10338090688187863,-0.10338090688187863,,1.6341309055538684,1.6341309055538684,,0.1353920962839893,0.1353920962839893,,0.958791198980429,0.958791198980429,,0.7249901830937573,0.7249901830937573,,-0.2392122032731605,-0.2392122032731605
1980-07-31,,-0.2006395371700853,-0.2006395371700853,,-0.1210490916089534,-0.1210490916089534,,0.05543726461244233,0.05543726461244233,,1.521790952176969,1.521790952176969,,0.8819887981772306,0.8819887981772306,,1.2036847883197856,1.2036847883197856,,0.9633063116677884,0.9633063116677884,,-0.3703925222356211,-0.3703925222356211
1980-08-31,,-0.2832344734266121,-0.2832344734266121,,-0.21148014626662406,-0.21148014626662406,,-0.3009247300055017,-0.3009247300055017,,1.1090678192250905,1.1090678192250905,,0.11362772320524267,0.11362772320524267,,0.7179571436199689,0.7179571436199689,,0.23073440983801904,0.23073440983801904,,-0.3703925222356211,-0.3703925222356211
1980-09-30,,-0.30885403441587894,-0.30885403441587894,,-0.12208826275098655,-0.12208826275098655,,-0.14189074836472645,-0.14189074836472645,,1.2261870696099046,1.2261870696099046,,-0.1442949494607174,-0.1442949494607174,,1.0361939812918086,1.0361939812918086,,-0.006211157033734493,-0.006211157033734493,,-0.2502208656256716,-0.2502208656256716
1980-10-31,,-0.38833556080121495,-0.38833556080121495,,-0.2105588508834044,-0.2105588508834044,,0.06619379621709574,0.06619379621709574,,1.1577444218871953,1.1577444218871953,,0.20486680819376565,0.20486680819376565,,0.5705124924068521,0.5705124924068521,,-0.07349332073839962,-0.07349332073839962,,-0.06722302848368422,-0.06722302848368422
1980-11-30,,-0.41362794886828863,-0.41362794886828863,,-0.3452793534304698,-0.3452793534304698,,-0.32256722122831544,-0.32256722122831544,,0.7155274303659455,0.7155274303659455,,-0.06736297264296949,-0.06736297264296949,,0.08008346508709258,0.08008346508709258,,-0.36357057585969177,-0.36357057585969177,,-0.3703925222356211,-0.3703925222356211
1980-12-31,,-0.10765731314326883,-0.10765731314326883,,-0.14021153271454326,-0.14021153271454326,,-0.32127281337894664,-0.32127281337894664,,1.3320131755544324,1.3320131755544324,,0.5917245230665282,0.5917245230665282,,0.7243495828732113,0.7243495828732113,,-0.1330233458492235,-0.1330233458492235,,-0.3703925222356211,-0.3703925222356211
1981-01-31,,-0.4153898640351667,-0.4153898640351667,,-0.06971719326109399,-0.06971719326109399,,-0.32639100871980875,-0.32639100871980875,,1.1418249856347051,1.1418249856347051,,0.5543783151603981,0.5543783151603981,,1.8107601240243807,1.8107601240243807,,0.08449960887921275,0.08449960887921275,,-0.3703925222356211,-0.3703925222356211
1981-02-28,,-0.3422056996132596,-0.3422056996132596,,-0.3127220138821469,-0.3127220138821469,,-0.2465043604774353,-0.2465043604774353,,1.332232560814957,1.332232560814957,,0.25955833303862896,0.25955833303862896,,1.3872495230119404,1.3872495230119404,,0.14894626236932998,0.14894626236932998,,-0.3703925222356211,-0.3703925222356211
1981-03-31,,0.3345264698895448,0.3345264698895448,,-0.26224409227772355,-0.26224409227772355,,-0.09642323339319583,-0.09642323339319583,,1.932250149132165,1.932250149132165,,0.21718342968541712,0.21718342968541712,,1.9165883026902009,1.9165883026902009,,-0.16849755136979402,-0.16849755136979402,,-0.13068781337804505,-0.13068781337804505
1981-04-30,,-0.3020517482356729,-0.3020517482356729,,-0.2001375443314564,-0.2001375443314564,,-0.2249740808362901,-0.2249740808362901,,1.3245007765006118,1.3245007765006118,,0.1893862053369748,0.1893862053369748,,1.7724144326244369,1.7724144326244369,,-0.27778156561379497,-0.27778156561379497,,-0.2464227429884117,-0.2464227429884117
1981-05-31,,-0.16911949718602312,-0.16911949718602312,,-0.02306432660785564,-0.02306432660785564,,-0.3861893845249626,-0.3861893845249626,,0.6980836330193987,0.6980836330193987,,0.5998452054889194,0.5998452054889194,,1.3209226419146445,1.3209226419146445,,-0.5659521217963689,-0.5659521217963689,,-0.3703925222356211,-0.3703925222356211
1981-06-30,,-0.3760406846367649,-0.3760406846367649,,-0.5082503216098518,-0.5082503216098518,,-0.21957535959222954,-0.21957535959222954,,1.2096204895378528,1.2096204895378528,,0.2844504157875981,0.2844504157875981,,2.4397420473171367,2.4397420473171367,,-0.2103964011218517,-0.2103964011218517,,-0.3703925222356211,-0.3703925222356211
1981-07-31,,-0.2588339497699741,-0.2588339497699741,,0.14426719270666985,0.14426719270666985,,-0.10175466528772724,-0.10175466528772724,,2.028796173455964,2.028796173455964,,0.4653645212689127,0.4653645212689127,,2.4602463370163683,2.4602463370163683,,0.5060175594483205,0.5060175594483205,,0.10353022109292273,0.10353022109292273
1981-08-31,,-0.3714045681779706,-0.3714045681779706,,0.02313241174005715,0.02313241174005715,,-0.2088430840426836,-0.2088430840426836,,0.8043108510476855,0.8043108510476855,,-0.06153464631908821,-0.06153464631908821,,1.7046303946465515,1.7046303946465515,,-0.4887054582678247,-0.4887054582678247,,-0.2567312451504367,-0.2567312451504367
